id,institutionCode,collectionCode,ownerInstitutionCode,collectionID,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,lifeStage,sex,individualCount,preparations,country,stateProvince,county,municipality,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,rights,rightsHolder,accessRights,recordId,references
4694173,NCSC,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,b790d877-f71e-4d1e-9a7f-8df14c711048,NCSC00040207,,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,,,,,,,,,,,,,,,,,,,,"field values redacted: locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceSources",,,,,,,,,,"United States","North Carolina",Craven,,,,,,,,,,,,,,,,,,,,,en,NCSC_rdmay,"2016-03-15 05:01:23",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:b790d877-f71e-4d1e-9a7f-8df14c711048,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694173
4694174,NCSC,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,2e9cb4f7-5b62-4ca0-a934-4f70acea55c2,NCSC00040206,,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,,,,,,,,,,,,,,,,,,,,"field values redacted: locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceSources",,,,,,,,,,"United States","North Carolina",Carteret,,,,,,,,,,,,,,,,,,,,,en,NCSC_rdmay,"2016-03-15 05:01:23",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:2e9cb4f7-5b62-4ca0-a934-4f70acea55c2,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694174
4694175,NCSC,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,d070cf44-e32d-4065-8305-a52737a6d999,NCSC00040205,,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States","North Carolina",Carteret,,,,,,,,,,,,,,,,,,,,,en,NCSC_rdmay,"2016-03-15 05:01:23",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:d070cf44-e32d-4065-8305-a52737a6d999,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694175
4694176,NCSC,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,7a5decfa-26f3-4899-953d-0678e923b967,NCSC00040204,,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,,,,,,,,,,,,,,,,,,,,"field values redacted: locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceSources",,,,,,,,,,"United States","North Carolina",Burke,,,,,,,,,,,,,,,,,,,,,en,NCSC_rdmay,"2016-03-15 05:01:23",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:7a5decfa-26f3-4899-953d-0678e923b967,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694176
4694177,NCSC,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,02869d2d-e84f-4594-9e1e-ecb89088ce58,NCSC00040203,,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,,,,,,,,,,,,,,,,,,,,"field values redacted: locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceSources",,,,,,,,,,"United States","North Carolina",Brunswick,,,,,,,,,,,,,,,,,,,,,en,NCSC_rdmay,"2016-03-15 05:01:23",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:02869d2d-e84f-4594-9e1e-ecb89088ce58,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694177
4694178,NCSC,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,8d6e6003-938e-4c4f-8d64-98654c3a510b,NCSC00040202,,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States","North Carolina",Brunswick,,,,,,,,,,,,,,,,,,,,,en,NCSC_rdmay,"2016-03-15 05:01:23",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:8d6e6003-938e-4c4f-8d64-98654c3a510b,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694178
4694179,NCSC,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,ceb0d4de-062a-495b-a949-a1ec47198105,NCSC00040201,,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States","North Carolina",Brunswick,,,,,,,,,,,,,,,,,,,,,en,NCSC_rdmay,"2016-03-15 05:01:23",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:ceb0d4de-062a-495b-a949-a1ec47198105,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694179
4694180,NCSC,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,7d0f1015-35e9-4db4-b241-6134afa9cd3e,NCSC00040200,,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States","North Carolina",Brunswick,,,,,,,,,,,,,,,,,,,,,en,NCSC_rdmay,"2016-03-15 05:01:23",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:7d0f1015-35e9-4db4-b241-6134afa9cd3e,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694180
4694181,NCSC,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,37aefcaa-ae5d-4d70-8678-2bca29ce2634,NCSC00040199,,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,,,,,,,,,,,,,,,,,,,,"field values redacted: locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceSources",,,,,,,,,,"United States","North Carolina",Beaufort,,,,,,,,,,,,,,,,,,,,,en,NCSC_rdmay,"2016-03-15 05:01:23",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:37aefcaa-ae5d-4d70-8678-2bca29ce2634,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694181
4694182,NCSC,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,73a4f6dd-6cbd-4b32-95c5-ff9984cfb5ef,NCSC00040198,,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States","North Carolina",,,,,,,,,,,,,,,,,,,,,,en,NCSC_rdmay,"2016-03-15 05:01:23",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:73a4f6dd-6cbd-4b32-95c5-ff9984cfb5ef,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694182
4694183,NCSC,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,91a85461-7485-4da4-a8c5-a3e4f46e0abe,NCSC00102268,,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,,,,,,,,,,,,,,,,,,,,"field values redacted: locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceSources",,,,,,,,,,"United States",Georgia,Telfair,,,,,,,,,,,,,,,,,,,,,en,NCSC_rdmay,"2016-03-14 23:14:50",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:91a85461-7485-4da4-a8c5-a3e4f46e0abe,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694183
4694184,NCSC,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,0534ee9d-07f9-4397-af35-88f96417378c,NCSC00102267,,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States","South Carolina",Berkeley,,,,,,,,,,,,,,,,,,,,,en,NCSC_rdmay,"2016-03-14 23:14:50",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:0534ee9d-07f9-4397-af35-88f96417378c,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694184
4694185,NCSC,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,67da3900-55b0-487d-aa3c-e7bf64e4c42b,NCSC00044910,,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,"Nomenclatural Adjustment","August 9, 2016",http://uncpress.unc.edu/books/T-766.html,"All orchid records to RAB 1968.",,,,"Robert Thornhill",,,2011,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, verbatimElevation, decimalLatitude, decimalLongitude, coordinateUncertaintyInMeters, habitat",,,,,,,,,Exsiccata,"United States","North Carolina",Pender,,,,,,,,,,,,,,,,,,,,,,,"2016-03-28 14:35:25",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:67da3900-55b0-487d-aa3c-e7bf64e4c42b,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694185
4694186,GA,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,685f7ad6-e18d-4922-bfaf-09e2f6a06e65,GA023138,51736,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,,,,,,,,"Hardin, J",,,1953,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, decimalLatitude, decimalLongitude",,,,,,,,,,"United States",Georgia,"Telfair County",,,,,,,,,,,,,,,,,,,,,,,"2016-05-24 12:11:24",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:685f7ad6-e18d-4922-bfaf-09e2f6a06e65,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694186
4694187,GA,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,97bbb930-7ef6-4b10-ae1f-5dcab0e8c9d2,GA023124,84822,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,"Nomenclatural Adjustment","August 9, 2016",http://uncpress.unc.edu/books/T-766.html,"RAB 1968 - all orchid records.",,,,"Foote, L",,,1965,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceSources",,,,,,,,,,"United States",Georgia,"Union County",,,,,,,,,,,,,,,,,,,,,,,"2016-05-24 12:11:24",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:97bbb930-7ef6-4b10-ae1f-5dcab0e8c9d2,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694187
4694188,GA,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,9cd4329b-a0a3-4a03-9976-415b6ab9311e,GA023137,87348,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,,,,,,,,"Raulerson, L",,,1967,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceSources",,,,,,,,,,"United States",Georgia,"Long County",,,,,,,,,,,,,,,,,,,,,,,"2016-05-24 12:11:24",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:9cd4329b-a0a3-4a03-9976-415b6ab9311e,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694188
4694189,GA,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,707657aa-2e98-4dd1-848d-62c59d2dfa7e,GA023134,98552,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,,,,,,,,"Woodroof (Mrs.), J; Jenkins, W",,,1938,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceSources",,,,,,,,,,"United States",Georgia,"Tift County",,,,,,,,,,,,,,,,,,,,,,,"2016-05-24 12:11:24",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:707657aa-2e98-4dd1-848d-62c59d2dfa7e,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694189
4694190,GA,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,cc41f80a-8449-4bae-b02e-aca6536c5b0f,GA023136,16470,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,,,,,,,,"Osborn (Miss), S",,,1938,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceSources",,,,,,,,,,"United States",Georgia,"Worth County",,,,,,,,,,,,,,,,,,,,,,,"2016-05-24 12:11:24",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:cc41f80a-8449-4bae-b02e-aca6536c5b0f,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694190
4694191,GA,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,73c38dcd-33f7-44c1-b25d-a250eb1d4193,GA023132,22886,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,,,,,,,,"McKay, H",,,1931,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceSources",,,,,,,,,,"United States",Georgia,"Lowndes County",,,,,,,,,,,,,,,,,,,,,,,"2016-05-24 12:11:24",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:73c38dcd-33f7-44c1-b25d-a250eb1d4193,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694191
4694192,GA,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,a06be00e-06d9-464e-ab23-dfed03218e79,GA023142,49056,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,,,,,,,,"Duncan, W",,,1950,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceSources",,,,,,,,,,"United States",Georgia,"Appling County",,,,,,,,,,,,,,,,,,,,,,,"2016-05-24 12:11:24",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:a06be00e-06d9-464e-ab23-dfed03218e79,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694192
4694193,GA,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,75eec50d-d921-41d8-a820-d28073042701,GA023143,32149,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,,,,,,,,"Harvey, H",,,1939,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceSources",,,,,,,,,,"United States",Georgia,"Wheeler County",,,,,,,,,,,,,,,,,,,,,,,"2016-05-24 12:11:24",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:75eec50d-d921-41d8-a820-d28073042701,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694193
4694194,GA,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,53ac7089-9e5a-469a-b1be-d6a039c11a62,GA023139,70387,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,,,,,,,,"Pullen, T; Plummer, G",,,1962,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceSources",,,,,,,,,,"United States",Georgia,"Irwin County",,,,,,,,,,,,,,,,,,,,,,,"2016-05-24 12:11:24",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:53ac7089-9e5a-469a-b1be-d6a039c11a62,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694194
4694195,GA,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,3046e55a-9474-4bdd-9470-668abe7f8ec1,GA023126,122642,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,"Nomenclatural Adjustment","August 9, 2016",http://uncpress.unc.edu/books/T-766.html,"RAB 1968 - all orchid records.",,,,"Bow, R",,,1975,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceSources",,,,,,,,,,"United States",Georgia,"Bulloch County",,,,,,,,,,,,,,,,,,,,,,,"2016-05-24 12:11:24",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:3046e55a-9474-4bdd-9470-668abe7f8ec1,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694195
4694196,GA,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,57a55cf5-c660-4a82-b8b5-0720ac25d20a,GA023128,250285,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,,,,,,,,"Harmer, W",,,1959,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceSources",,,,,,,,,,"United States",Georgia,"McIntosh County",,,,,,,,,,,,,,,,,,,,,,,"2016-05-24 12:11:24",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:57a55cf5-c660-4a82-b8b5-0720ac25d20a,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694196
4694197,GA,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,83e135b7-f958-48b0-9cc0-572eec08e73e,GA023144,84918,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,,,,,,,,"Wheeler, W",,,1965,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceSources",,,,,,,,,,"United States",Georgia,"Tift County",,,,,,,,,,,,,,,,,,,,,,,"2016-05-24 12:11:24",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:83e135b7-f958-48b0-9cc0-572eec08e73e,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694197
4694198,GA,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,0eb6bf9d-1f1d-47f6-a86e-f6f3d95ab408,GA023131,7722,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,,,,,,,,"Shelley, P",,,1931,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceSources",,,,,,,,,,"United States",Georgia,"Dougherty County",,,,,,,,,,,,,,,,,,,,,,,"2016-05-24 12:11:24",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:0eb6bf9d-1f1d-47f6-a86e-f6f3d95ab408,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694198
4694199,GA,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,e889909e-039c-4283-8bc2-9e922dedc11d,GA023141,35279,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,,,,,,,,"Thorne, R",,,1947,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceSources",,,,,,,,,,"United States",Georgia,"Early County",,,,,,,,,,,,,,,,,,,,,,,"2016-05-24 12:11:24",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:e889909e-039c-4283-8bc2-9e922dedc11d,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694199
4694200,GA,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,d4956364-eb03-445a-a13d-71852821f955,GA023140,49055,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,,,,,,,,"Duncan, W",,,1950,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceSources",,,,,,,,,,"United States",Georgia,"Jeff Davis County",,,,,,,,,,,,,,,,,,,,,,,"2016-05-24 12:11:24",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:d4956364-eb03-445a-a13d-71852821f955,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694200
4694201,GA,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,6e92f800-3f77-496b-800a-36bb02c46290,GA023133,120951,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,,,,,,,,"Faircloth, W",,,1965,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality",,,,,,,,,,"United States",Georgia,"Lowndes County",,,,,,,,,,,,,,,,,,,,,,,"2016-05-24 12:11:24",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:6e92f800-3f77-496b-800a-36bb02c46290,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694201
4694202,GA,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,f91c620f-97cf-414b-a082-8e5eb0440dca,GA023129,6617,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,,,,,,,,"Reade, J",,,1933,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceSources",,,,,,,,,,"United States",Georgia,"Worth County",,,,,,,,,,,,,,,,,,,,,,,"2016-05-24 12:11:24",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:f91c620f-97cf-414b-a082-8e5eb0440dca,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694202
4694203,GA,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,4e602bc0-9383-4348-925c-67eac7e22caa,GA023127,160852,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,"Nomenclatural Adjustment","August 9, 2016",http://uncpress.unc.edu/books/T-766.html,"RAB 1968 - all orchid records.",,,,"Di Gioia, H",,,1983,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceSources",,,,,,,,,,"United States",Georgia,"Murray County",,,,,,,,,,,,,,,,,,,,,,,"2016-05-24 12:11:24",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:4e602bc0-9383-4348-925c-67eac7e22caa,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694203
4694204,GA,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,67b30505-b6ec-4d78-bc90-6f6329b45dfe,GA023135,70614,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,,,,,,,,"Pullen, T",,,1962,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceSources",,,,,,,,,,"United States",Georgia,"Irwin County",,,,,,,,,,,,,,,,,,,,,,,"2016-05-24 12:11:24",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:67b30505-b6ec-4d78-bc90-6f6329b45dfe,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694204
4694205,GA,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,af08a704-c8f1-4f20-88f1-7f598adc9855,GA023130,124406,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,,,,,,,,"Duncan, W",,,1975,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceSources",,,,,,,,,,"United States",Georgia,"Bulloch County",,,,,,,,,,,,,,,,,,,,,,,"2016-05-24 12:11:24",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:af08a704-c8f1-4f20-88f1-7f598adc9855,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694205
